sequence_name,sequence_path,pulse_index,tag,mapped_label,is_unknown,is_noise
exp5_mixed_train_156,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_156.csv,270,4,2,0,0
exp5_mixed_train_158,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_158.csv,242,5,3,0,0
exp5_mixed_train_068,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_068.csv,392,1,1,0,0
exp5_mixed_train_084,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_084.csv,47,1,1,0,0
exp5_mixed_train_103,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_103.csv,14,0,0,0,1
exp5_mixed_train_014,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_014.csv,238,1,1,0,0
exp5_mixed_train_151,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_151.csv,263,0,0,0,1
exp5_mixed_train_042,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_042.csv,369,0,0,0,1
exp5_mixed_train_124,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_124.csv,254,4,2,0,0
exp5_mixed_train_088,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_088.csv,86,5,3,0,0
exp5_mixed_train_025,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_025.csv,42,4,2,0,0
exp5_mixed_train_085,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_085.csv,129,5,3,0,0
exp5_mixed_train_140,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_140.csv,167,0,0,0,1
exp5_mixed_train_035,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_035.csv,126,1,1,0,0
exp5_mixed_train_003,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_003.csv,331,1,1,0,0
exp5_mixed_train_129,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_129.csv,362,0,0,0,1
exp5_mixed_train_131,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_131.csv,207,0,0,0,1
exp5_mixed_train_083,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_083.csv,213,4,2,0,0
exp5_mixed_train_140,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_140.csv,1,5,3,0,0
exp5_mixed_train_126,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_126.csv,11,4,2,0,0
exp5_mixed_train_110,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_110.csv,328,0,0,0,1
exp5_mixed_train_119,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_119.csv,288,4,2,0,0
exp5_mixed_train_001,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_001.csv,35,5,3,0,0
exp5_mixed_train_002,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_002.csv,311,0,0,0,1
exp5_mixed_train_120,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_120.csv,193,4,2,0,0
exp5_mixed_train_087,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_087.csv,290,0,0,0,1
exp5_mixed_train_091,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_091.csv,20,1,1,0,0
exp5_mixed_train_107,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_107.csv,60,5,3,0,0
exp5_mixed_train_010,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_010.csv,385,1,1,0,0
exp5_mixed_train_133,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_133.csv,55,5,3,0,0
exp5_mixed_train_098,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_098.csv,129,1,1,0,0
exp5_mixed_train_055,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_055.csv,56,4,2,0,0
exp5_mixed_train_077,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_077.csv,166,1,1,0,0
exp5_mixed_train_087,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_087.csv,127,4,2,0,0
exp5_mixed_train_075,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_075.csv,326,1,1,0,0
exp5_mixed_train_055,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_055.csv,392,1,1,0,0
exp5_mixed_train_014,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_014.csv,257,4,2,0,0
exp5_mixed_train_045,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_045.csv,37,5,3,0,0
exp5_mixed_train_078,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_078.csv,132,5,3,0,0
exp5_mixed_train_126,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_126.csv,134,1,1,0,0
exp5_mixed_train_040,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_040.csv,189,5,3,0,0
exp5_mixed_train_121,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_121.csv,14,0,0,0,1
exp5_mixed_train_046,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_046.csv,357,4,2,0,0
exp5_mixed_train_150,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_150.csv,165,1,1,0,0
exp5_mixed_train_075,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_075.csv,369,1,1,0,0
exp5_mixed_train_136,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_136.csv,15,1,1,0,0
exp5_mixed_train_109,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_109.csv,398,1,1,0,0
exp5_mixed_train_090,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_090.csv,86,5,3,0,0
exp5_mixed_train_093,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_093.csv,249,5,3,0,0
exp5_mixed_train_068,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_068.csv,129,5,3,0,0
exp5_mixed_train_046,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_046.csv,105,4,2,0,0
exp5_mixed_train_071,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_071.csv,17,0,0,0,1
exp5_mixed_train_076,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_076.csv,92,0,0,0,1
exp5_mixed_train_055,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_055.csv,28,0,0,0,1
exp5_mixed_train_095,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_095.csv,371,1,1,0,0
exp5_mixed_train_088,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_088.csv,80,5,3,0,0
exp5_mixed_train_137,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_137.csv,86,5,3,0,0
exp5_mixed_train_124,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_124.csv,50,5,3,0,0
exp5_mixed_train_046,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_046.csv,233,5,3,0,0
exp5_mixed_train_015,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_015.csv,238,5,3,0,0
exp5_mixed_train_120,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_120.csv,301,4,2,0,0
exp5_mixed_train_121,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_121.csv,299,1,1,0,0
exp5_mixed_train_000,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_000.csv,291,0,0,0,1
exp5_mixed_train_003,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_003.csv,372,0,0,0,1
exp5_mixed_train_140,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_140.csv,50,5,3,0,0
exp5_mixed_train_058,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_058.csv,273,0,0,0,1
exp5_mixed_train_009,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_009.csv,240,1,1,0,0
exp5_mixed_train_106,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_106.csv,118,0,0,0,1
exp5_mixed_train_145,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_145.csv,11,4,2,0,0
exp5_mixed_train_060,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_060.csv,213,0,0,0,1
exp5_mixed_train_056,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_056.csv,103,5,3,0,0
exp5_mixed_train_094,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_094.csv,349,4,2,0,0
exp5_mixed_train_103,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_103.csv,267,4,2,0,0
exp5_mixed_train_148,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_148.csv,367,0,0,0,1
exp5_mixed_train_124,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_124.csv,260,5,3,0,0
exp5_mixed_train_064,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_064.csv,106,4,2,0,0
exp5_mixed_train_060,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_060.csv,170,4,2,0,0
exp5_mixed_train_114,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_114.csv,66,1,1,0,0
exp5_mixed_train_098,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_098.csv,375,0,0,0,1
exp5_mixed_train_015,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_015.csv,331,4,2,0,0
exp5_mixed_train_088,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_088.csv,333,4,2,0,0
exp5_mixed_train_065,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_065.csv,383,0,0,0,1
exp5_mixed_train_153,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_153.csv,74,5,3,0,0
exp5_mixed_train_016,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_016.csv,5,5,3,0,0
exp5_mixed_train_099,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_099.csv,138,0,0,0,1
exp5_mixed_train_093,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_093.csv,42,1,1,0,0
exp5_mixed_train_060,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_060.csv,190,1,1,0,0
exp5_mixed_train_031,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_031.csv,260,0,0,0,1
exp5_mixed_train_142,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_142.csv,70,5,3,0,0
exp5_mixed_train_053,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_053.csv,281,4,2,0,0
exp5_mixed_train_153,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_153.csv,285,0,0,0,1
exp5_mixed_train_106,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_106.csv,1,5,3,0,0
exp5_mixed_train_136,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_136.csv,106,4,2,0,0
exp5_mixed_train_157,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_157.csv,46,0,0,0,1
exp5_mixed_train_072,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_072.csv,155,5,3,0,0
exp5_mixed_train_068,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_068.csv,32,5,3,0,0
exp5_mixed_train_000,D:\keyan\ai_research_workflow_base\13_paper_aligned_repro\datasets\pr_rpad_paper_aligned_v6\exp5\mixed\train\sequences\exp5_mixed_train_000.csv,190,0,0,0,1
