sequence_name,path,metadata_path,pulse_loss_rate,noise_ratio,known_tags,class_tags
train_033,train\sequences\train_033.csv,train\sequences\train_033.json,0.2239223243612083,0.21759568734229134,"1,2,3,4","1,2,3,4"
train_034,train\sequences\train_034.csv,train\sequences\train_034.json,0.3005777942316034,0.0694811131204669,"1,2,3,4","1,2,3,4"
train_035,train\sequences\train_035.csv,train\sequences\train_035.json,0.028777313998314513,0.40382995399376703,"1,2,3,4","1,2,3,4"
train_036,train\sequences\train_036.csv,train\sequences\train_036.json,0.3237863884942501,0.20139059154771977,"1,2,3,4","1,2,3,4"
train_037,train\sequences\train_037.csv,train\sequences\train_037.json,0.06414471421449441,0.06554608167480636,"1,2,3,4","1,2,3,4"
train_038,train\sequences\train_038.csv,train\sequences\train_038.json,0.4621163756537176,0.4613768090507337,"1,2,3,4","1,2,3,4"
train_039,train\sequences\train_039.csv,train\sequences\train_039.json,0.267503224903484,0.46684921176455313,"1,2,3,4","1,2,3,4"
train_040,train\sequences\train_040.csv,train\sequences\train_040.json,0.3308771810905595,0.32396929198955204,"1,2,3,4","1,2,3,4"
train_041,train\sequences\train_041.csv,train\sequences\train_041.json,0.3391392337599452,0.3451644905508159,"1,2,3,4","1,2,3,4"
train_042,train\sequences\train_042.csv,train\sequences\train_042.json,0.16487858147542683,0.4033172967207824,"1,2,3,4","1,2,3,4"
train_043,train\sequences\train_043.csv,train\sequences\train_043.json,0.1544931627541637,0.021116900943514816,"1,2,3,4","1,2,3,4"
train_044,train\sequences\train_044.csv,train\sequences\train_044.json,0.4223695722811768,0.3848638727531547,"1,2,3,4","1,2,3,4"
train_045,train\sequences\train_045.csv,train\sequences\train_045.json,0.47772936527973325,0.4095160667406079,"1,2,3,4","1,2,3,4"
train_046,train\sequences\train_046.csv,train\sequences\train_046.json,0.06154520641960781,0.14028042627082143,"1,2,3,4","1,2,3,4"
train_047,train\sequences\train_047.csv,train\sequences\train_047.json,0.48780271140453857,0.41717998748982654,"1,2,3,4","1,2,3,4"
train_048,train\sequences\train_048.csv,train\sequences\train_048.json,0.170083472457139,0.30955983558060035,"1,2,3,4","1,2,3,4"
train_049,train\sequences\train_049.csv,train\sequences\train_049.json,0.4692865265825117,0.2138815289244354,"1,2,3,4","1,2,3,4"
train_050,train\sequences\train_050.csv,train\sequences\train_050.json,0.08836446060890102,0.3524227977957175,"1,2,3,4","1,2,3,4"
train_051,train\sequences\train_051.csv,train\sequences\train_051.json,0.22438509274025853,0.22993626855162175,"1,2,3,4","1,2,3,4"
train_052,train\sequences\train_052.csv,train\sequences\train_052.json,0.3228136230417401,0.17679052145651947,"1,2,3,4","1,2,3,4"
train_053,train\sequences\train_053.csv,train\sequences\train_053.json,0.17096566489032838,0.05940841553813209,"1,2,3,4","1,2,3,4"
train_054,train\sequences\train_054.csv,train\sequences\train_054.json,0.040484513593281535,0.4210625947669455,"1,2,3,4","1,2,3,4"
train_055,train\sequences\train_055.csv,train\sequences\train_055.json,0.20123106443344213,0.2443830492318756,"1,2,3,4","1,2,3,4"
train_056,train\sequences\train_056.csv,train\sequences\train_056.json,0.22196341994084667,0.1977197482331502,"1,2,3,4","1,2,3,4"
train_057,train\sequences\train_057.csv,train\sequences\train_057.json,0.2549535304401888,0.11840617650940188,"1,2,3,4","1,2,3,4"
train_058,train\sequences\train_058.csv,train\sequences\train_058.json,0.44450994769671726,0.18667979613582342,"1,2,3,4","1,2,3,4"
train_059,train\sequences\train_059.csv,train\sequences\train_059.json,0.49980766129131454,0.4371587412724406,"1,2,3,4","1,2,3,4"
train_060,train\sequences\train_060.csv,train\sequences\train_060.json,0.026423138073651098,0.05689116033834396,"1,2,3,4","1,2,3,4"
train_061,train\sequences\train_061.csv,train\sequences\train_061.json,0.14019825990468393,0.30705841432433634,"1,2,3,4","1,2,3,4"
train_062,train\sequences\train_062.csv,train\sequences\train_062.json,0.08811522661859295,0.005335444436108228,"1,2,3,4","1,2,3,4"
train_063,train\sequences\train_063.csv,train\sequences\train_063.json,0.2661017542181876,0.010201422865104615,"1,2,3,4","1,2,3,4"
train_064,train\sequences\train_064.csv,train\sequences\train_064.json,0.06771720098470396,0.1973016981498456,"1,2,3,4","1,2,3,4"
train_065,train\sequences\train_065.csv,train\sequences\train_065.json,0.03216839711857472,0.12007540968804337,"1,2,3,4","1,2,3,4"
train_066,train\sequences\train_066.csv,train\sequences\train_066.json,0.44240457866439287,0.15166820161873396,"1,2,3,4","1,2,3,4"
train_067,train\sequences\train_067.csv,train\sequences\train_067.json,0.2693916961236997,0.4206698237702815,"1,2,3,4","1,2,3,4"
train_068,train\sequences\train_068.csv,train\sequences\train_068.json,0.48228050690230656,0.1736579838814571,"1,2,3,4","1,2,3,4"
train_069,train\sequences\train_069.csv,train\sequences\train_069.json,0.21672636455306316,0.4852182232479209,"1,2,3,4","1,2,3,4"
train_070,train\sequences\train_070.csv,train\sequences\train_070.json,0.373828240386963,0.2506739888939297,"1,2,3,4","1,2,3,4"
train_071,train\sequences\train_071.csv,train\sequences\train_071.json,0.278104191509251,0.28498003678208356,"1,2,3,4","1,2,3,4"
train_072,train\sequences\train_072.csv,train\sequences\train_072.json,0.012492763682522667,0.15651431603721733,"1,2,3,4","1,2,3,4"
train_073,train\sequences\train_073.csv,train\sequences\train_073.json,0.4322798039157326,0.23387327722536472,"1,2,3,4","1,2,3,4"
train_074,train\sequences\train_074.csv,train\sequences\train_074.json,0.3317610300037507,0.3029540035355866,"1,2,3,4","1,2,3,4"
train_075,train\sequences\train_075.csv,train\sequences\train_075.json,0.4759473211859546,0.4208397332683419,"1,2,3,4","1,2,3,4"
train_076,train\sequences\train_076.csv,train\sequences\train_076.json,0.15964099452458785,0.2569347872581638,"1,2,3,4","1,2,3,4"
train_077,train\sequences\train_077.csv,train\sequences\train_077.json,0.20469662345062245,0.4590588689626957,"1,2,3,4","1,2,3,4"
train_078,train\sequences\train_078.csv,train\sequences\train_078.json,0.33729984427289,0.093888566921563,"1,2,3,4","1,2,3,4"
train_079,train\sequences\train_079.csv,train\sequences\train_079.json,0.09349044922394811,0.149641064229648,"1,2,3,4","1,2,3,4"
train_080,train\sequences\train_080.csv,train\sequences\train_080.json,0.19232029482953783,0.37103435235858645,"1,2,3,4","1,2,3,4"
train_081,train\sequences\train_081.csv,train\sequences\train_081.json,0.37963823336475444,0.3359480415995203,"1,2,3,4","1,2,3,4"
train_082,train\sequences\train_082.csv,train\sequences\train_082.json,0.18243511384717237,0.415838193583646,"1,2,3,4","1,2,3,4"
train_083,train\sequences\train_083.csv,train\sequences\train_083.json,0.21207507853576568,0.31335742676552203,"1,2,3,4","1,2,3,4"
train_084,train\sequences\train_084.csv,train\sequences\train_084.json,0.3405366822270711,0.3401768486693757,"1,2,3,4","1,2,3,4"
train_085,train\sequences\train_085.csv,train\sequences\train_085.json,0.2820983471853962,0.12845303578618478,"1,2,3,4","1,2,3,4"
train_086,train\sequences\train_086.csv,train\sequences\train_086.json,0.05638174461598988,0.29226788875512805,"1,2,3,4","1,2,3,4"
train_087,train\sequences\train_087.csv,train\sequences\train_087.json,0.033284795395476796,0.27902802684659817,"1,2,3,4","1,2,3,4"
train_088,train\sequences\train_088.csv,train\sequences\train_088.json,0.08961535317990815,0.3409916162815165,"1,2,3,4","1,2,3,4"
train_089,train\sequences\train_089.csv,train\sequences\train_089.json,0.07960015028047984,0.16885562630121453,"1,2,3,4","1,2,3,4"
train_090,train\sequences\train_090.csv,train\sequences\train_090.json,0.4024192207328976,0.15746736168951164,"1,2,3,4","1,2,3,4"
train_091,train\sequences\train_091.csv,train\sequences\train_091.json,0.24347964436808922,0.24712777485953064,"1,2,3,4","1,2,3,4"
train_092,train\sequences\train_092.csv,train\sequences\train_092.json,0.40072116975792377,0.3131282266994675,"1,2,3,4","1,2,3,4"
train_093,train\sequences\train_093.csv,train\sequences\train_093.json,0.14142425005610382,0.40059622926851396,"1,2,3,4","1,2,3,4"
train_094,train\sequences\train_094.csv,train\sequences\train_094.json,0.4426654315315197,0.44368712653684306,"1,2,3,4","1,2,3,4"
train_095,train\sequences\train_095.csv,train\sequences\train_095.json,0.16921814359424497,0.08786307754109574,"1,2,3,4","1,2,3,4"
train_096,train\sequences\train_096.csv,train\sequences\train_096.json,0.023769324546062787,0.3185265829712273,"1,2,3,4","1,2,3,4"
train_097,train\sequences\train_097.csv,train\sequences\train_097.json,0.4816987626092282,0.22239648173512155,"1,2,3,4","1,2,3,4"
train_098,train\sequences\train_098.csv,train\sequences\train_098.json,0.3228975561306456,0.4918699938369194,"1,2,3,4","1,2,3,4"
train_099,train\sequences\train_099.csv,train\sequences\train_099.json,0.013761233080626434,0.3176754586335104,"1,2,3,4","1,2,3,4"
train_100,train\sequences\train_100.csv,train\sequences\train_100.json,0.10634468284764881,0.08602003793991869,"1,2,3,4","1,2,3,4"
train_101,train\sequences\train_101.csv,train\sequences\train_101.json,0.39596532744835217,0.3947455963007125,"1,2,3,4","1,2,3,4"
train_102,train\sequences\train_102.csv,train\sequences\train_102.json,0.20556232266124053,0.04158023324338039,"1,2,3,4","1,2,3,4"
train_103,train\sequences\train_103.csv,train\sequences\train_103.json,0.3247283002659038,0.07547517827133932,"1,2,3,4","1,2,3,4"
train_104,train\sequences\train_104.csv,train\sequences\train_104.json,0.14427478532695748,0.4816599326832178,"1,2,3,4","1,2,3,4"
train_105,train\sequences\train_105.csv,train\sequences\train_105.json,0.16366069803872962,0.2612852266636786,"1,2,3,4","1,2,3,4"
train_106,train\sequences\train_106.csv,train\sequences\train_106.json,0.3511216490691644,0.12211335806994983,"1,2,3,4","1,2,3,4"
train_107,train\sequences\train_107.csv,train\sequences\train_107.json,0.4124141795735248,0.3054731232699321,"1,2,3,4","1,2,3,4"
train_108,train\sequences\train_108.csv,train\sequences\train_108.json,0.3966571766991219,0.22241628113538742,"1,2,3,4","1,2,3,4"
train_109,train\sequences\train_109.csv,train\sequences\train_109.json,0.25330874722505636,0.11047776255710318,"1,2,3,4","1,2,3,4"
train_110,train\sequences\train_110.csv,train\sequences\train_110.json,0.34847129769374546,0.21447227544676362,"1,2,3,4","1,2,3,4"
train_111,train\sequences\train_111.csv,train\sequences\train_111.json,0.48464591557848485,0.484239328167761,"1,2,3,4","1,2,3,4"
train_112,train\sequences\train_112.csv,train\sequences\train_112.json,0.18863516166894073,0.37449179493229917,"1,2,3,4","1,2,3,4"
train_113,train\sequences\train_113.csv,train\sequences\train_113.json,0.1990144723915504,0.2569399252397697,"1,2,3,4","1,2,3,4"
train_114,train\sequences\train_114.csv,train\sequences\train_114.json,0.027127418184933416,0.33964863521134,"1,2,3,4","1,2,3,4"
train_115,train\sequences\train_115.csv,train\sequences\train_115.json,0.3790150841096673,0.491382632962494,"1,2,3,4","1,2,3,4"
train_116,train\sequences\train_116.csv,train\sequences\train_116.json,0.35987843295617594,0.24867056662754905,"1,2,3,4","1,2,3,4"
train_117,train\sequences\train_117.csv,train\sequences\train_117.json,0.14448311902205418,0.476521963859201,"1,2,3,4","1,2,3,4"
train_118,train\sequences\train_118.csv,train\sequences\train_118.json,0.44816065767166774,0.2847675747398582,"1,2,3,4","1,2,3,4"
train_119,train\sequences\train_119.csv,train\sequences\train_119.json,0.004389626808893876,0.07351452916324563,"1,2,3,4","1,2,3,4"
train_120,train\sequences\train_120.csv,train\sequences\train_120.json,0.24209371715114136,0.1635705018537969,"1,2,3,4","1,2,3,4"
train_121,train\sequences\train_121.csv,train\sequences\train_121.json,0.06541477678328805,0.445933698136022,"1,2,3,4","1,2,3,4"
train_122,train\sequences\train_122.csv,train\sequences\train_122.json,0.2828211848260233,0.1999671874401886,"1,2,3,4","1,2,3,4"
train_123,train\sequences\train_123.csv,train\sequences\train_123.json,0.17532804395675478,0.33053555160772974,"1,2,3,4","1,2,3,4"
train_124,train\sequences\train_124.csv,train\sequences\train_124.json,0.13444159643640308,0.2617076028144602,"1,2,3,4","1,2,3,4"
train_125,train\sequences\train_125.csv,train\sequences\train_125.json,0.3669120116283967,0.21947490247616736,"1,2,3,4","1,2,3,4"
train_126,train\sequences\train_126.csv,train\sequences\train_126.json,0.21227451963048938,0.17691884426132182,"1,2,3,4","1,2,3,4"
train_127,train\sequences\train_127.csv,train\sequences\train_127.json,0.3372693639008263,0.07157019266893949,"1,2,3,4","1,2,3,4"
train_128,train\sequences\train_128.csv,train\sequences\train_128.json,0.049604617579823984,0.12856763526626253,"1,2,3,4","1,2,3,4"
train_129,train\sequences\train_129.csv,train\sequences\train_129.json,0.3072820136298072,0.02657473062210086,"1,2,3,4","1,2,3,4"
train_130,train\sequences\train_130.csv,train\sequences\train_130.json,0.1650392395377539,0.3813558773477833,"1,2,3,4","1,2,3,4"
train_131,train\sequences\train_131.csv,train\sequences\train_131.json,0.4855905015761207,0.1335067000015987,"1,2,3,4","1,2,3,4"
train_132,train\sequences\train_132.csv,train\sequences\train_132.json,0.08866198561049426,0.31236108587904066,"1,2,3,4","1,2,3,4"
train_133,train\sequences\train_133.csv,train\sequences\train_133.json,0.19391030652205177,0.28186518891415097,"1,2,3,4","1,2,3,4"
train_134,train\sequences\train_134.csv,train\sequences\train_134.json,0.08025275278089272,0.26043009003386686,"1,2,3,4","1,2,3,4"
train_135,train\sequences\train_135.csv,train\sequences\train_135.json,0.49465562070421265,0.2957970774432887,"1,2,3,4","1,2,3,4"
train_136,train\sequences\train_136.csv,train\sequences\train_136.json,0.06701735127298364,0.4122484819347824,"1,2,3,4","1,2,3,4"
train_137,train\sequences\train_137.csv,train\sequences\train_137.json,0.49622393484529653,0.10513868758507,"1,2,3,4","1,2,3,4"
train_138,train\sequences\train_138.csv,train\sequences\train_138.json,0.03949877910514271,0.31664036650782923,"1,2,3,4","1,2,3,4"
train_139,train\sequences\train_139.csv,train\sequences\train_139.json,0.2943769484420874,0.3082466775398769,"1,2,3,4","1,2,3,4"
train_140,train\sequences\train_140.csv,train\sequences\train_140.json,0.42704953105427823,0.1624138695065136,"1,2,3,4","1,2,3,4"
train_141,train\sequences\train_141.csv,train\sequences\train_141.json,0.08543031015919456,0.09014798403339835,"1,2,3,4","1,2,3,4"
train_142,train\sequences\train_142.csv,train\sequences\train_142.json,0.05086216717789821,0.3486953948529805,"1,2,3,4","1,2,3,4"
train_143,train\sequences\train_143.csv,train\sequences\train_143.json,0.03058906428124708,0.40826179370821286,"1,2,3,4","1,2,3,4"
train_144,train\sequences\train_144.csv,train\sequences\train_144.json,0.4881112158436998,0.10210661784499636,"1,2,3,4","1,2,3,4"
train_145,train\sequences\train_145.csv,train\sequences\train_145.json,0.4926676834714479,0.4899911420775028,"1,2,3,4","1,2,3,4"
train_146,train\sequences\train_146.csv,train\sequences\train_146.json,0.3164045952169491,0.2498406879168089,"1,2,3,4","1,2,3,4"
train_147,train\sequences\train_147.csv,train\sequences\train_147.json,0.1868639909932575,0.4637953243881109,"1,2,3,4","1,2,3,4"
train_148,train\sequences\train_148.csv,train\sequences\train_148.json,0.26986710287316484,0.3576794304101048,"1,2,3,4","1,2,3,4"
train_149,train\sequences\train_149.csv,train\sequences\train_149.json,0.12736169094071764,0.2580245700342374,"1,2,3,4","1,2,3,4"
train_150,train\sequences\train_150.csv,train\sequences\train_150.json,0.21283882313868752,0.3922689433483135,"1,2,3,4","1,2,3,4"
train_151,train\sequences\train_151.csv,train\sequences\train_151.json,0.30859658930284833,0.1718497021206909,"1,2,3,4","1,2,3,4"
train_152,train\sequences\train_152.csv,train\sequences\train_152.json,0.27796166377446474,0.41024642986527465,"1,2,3,4","1,2,3,4"
train_153,train\sequences\train_153.csv,train\sequences\train_153.json,0.2409547038174807,0.3862190563432688,"1,2,3,4","1,2,3,4"
train_154,train\sequences\train_154.csv,train\sequences\train_154.json,0.3771267431800071,0.35058436870445636,"1,2,3,4","1,2,3,4"
train_155,train\sequences\train_155.csv,train\sequences\train_155.json,0.3883670436970968,0.45763530369183403,"1,2,3,4","1,2,3,4"
train_156,train\sequences\train_156.csv,train\sequences\train_156.json,0.21300828798942667,0.13896082741110055,"1,2,3,4","1,2,3,4"
train_157,train\sequences\train_157.csv,train\sequences\train_157.json,0.31822565381491125,0.19694268904574302,"1,2,3,4","1,2,3,4"
train_158,train\sequences\train_158.csv,train\sequences\train_158.json,0.33728832774529866,0.1524321584518613,"1,2,3,4","1,2,3,4"
train_159,train\sequences\train_159.csv,train\sequences\train_159.json,0.11587748148238325,0.3155414689675019,"1,2,3,4","1,2,3,4"
