sequence_name,path,metadata_path,pulse_loss_rate,noise_ratio,known_tags,class_tags
loss01_noise01_025,loss01_noise01\sequences\loss01_noise01_025.csv,loss01_noise01\sequences\loss01_noise01_025.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_026,loss01_noise01\sequences\loss01_noise01_026.csv,loss01_noise01\sequences\loss01_noise01_026.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_027,loss01_noise01\sequences\loss01_noise01_027.csv,loss01_noise01\sequences\loss01_noise01_027.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_028,loss01_noise01\sequences\loss01_noise01_028.csv,loss01_noise01\sequences\loss01_noise01_028.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_029,loss01_noise01\sequences\loss01_noise01_029.csv,loss01_noise01\sequences\loss01_noise01_029.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_030,loss01_noise01\sequences\loss01_noise01_030.csv,loss01_noise01\sequences\loss01_noise01_030.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_031,loss01_noise01\sequences\loss01_noise01_031.csv,loss01_noise01\sequences\loss01_noise01_031.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_032,loss01_noise01\sequences\loss01_noise01_032.csv,loss01_noise01\sequences\loss01_noise01_032.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_033,loss01_noise01\sequences\loss01_noise01_033.csv,loss01_noise01\sequences\loss01_noise01_033.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_034,loss01_noise01\sequences\loss01_noise01_034.csv,loss01_noise01\sequences\loss01_noise01_034.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_035,loss01_noise01\sequences\loss01_noise01_035.csv,loss01_noise01\sequences\loss01_noise01_035.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_036,loss01_noise01\sequences\loss01_noise01_036.csv,loss01_noise01\sequences\loss01_noise01_036.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_037,loss01_noise01\sequences\loss01_noise01_037.csv,loss01_noise01\sequences\loss01_noise01_037.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_038,loss01_noise01\sequences\loss01_noise01_038.csv,loss01_noise01\sequences\loss01_noise01_038.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_039,loss01_noise01\sequences\loss01_noise01_039.csv,loss01_noise01\sequences\loss01_noise01_039.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_040,loss01_noise01\sequences\loss01_noise01_040.csv,loss01_noise01\sequences\loss01_noise01_040.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_041,loss01_noise01\sequences\loss01_noise01_041.csv,loss01_noise01\sequences\loss01_noise01_041.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_042,loss01_noise01\sequences\loss01_noise01_042.csv,loss01_noise01\sequences\loss01_noise01_042.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_043,loss01_noise01\sequences\loss01_noise01_043.csv,loss01_noise01\sequences\loss01_noise01_043.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_044,loss01_noise01\sequences\loss01_noise01_044.csv,loss01_noise01\sequences\loss01_noise01_044.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_045,loss01_noise01\sequences\loss01_noise01_045.csv,loss01_noise01\sequences\loss01_noise01_045.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_046,loss01_noise01\sequences\loss01_noise01_046.csv,loss01_noise01\sequences\loss01_noise01_046.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_047,loss01_noise01\sequences\loss01_noise01_047.csv,loss01_noise01\sequences\loss01_noise01_047.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_048,loss01_noise01\sequences\loss01_noise01_048.csv,loss01_noise01\sequences\loss01_noise01_048.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_049,loss01_noise01\sequences\loss01_noise01_049.csv,loss01_noise01\sequences\loss01_noise01_049.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_050,loss01_noise01\sequences\loss01_noise01_050.csv,loss01_noise01\sequences\loss01_noise01_050.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_051,loss01_noise01\sequences\loss01_noise01_051.csv,loss01_noise01\sequences\loss01_noise01_051.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_052,loss01_noise01\sequences\loss01_noise01_052.csv,loss01_noise01\sequences\loss01_noise01_052.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_053,loss01_noise01\sequences\loss01_noise01_053.csv,loss01_noise01\sequences\loss01_noise01_053.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_054,loss01_noise01\sequences\loss01_noise01_054.csv,loss01_noise01\sequences\loss01_noise01_054.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_055,loss01_noise01\sequences\loss01_noise01_055.csv,loss01_noise01\sequences\loss01_noise01_055.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_056,loss01_noise01\sequences\loss01_noise01_056.csv,loss01_noise01\sequences\loss01_noise01_056.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_057,loss01_noise01\sequences\loss01_noise01_057.csv,loss01_noise01\sequences\loss01_noise01_057.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_058,loss01_noise01\sequences\loss01_noise01_058.csv,loss01_noise01\sequences\loss01_noise01_058.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_059,loss01_noise01\sequences\loss01_noise01_059.csv,loss01_noise01\sequences\loss01_noise01_059.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_060,loss01_noise01\sequences\loss01_noise01_060.csv,loss01_noise01\sequences\loss01_noise01_060.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_061,loss01_noise01\sequences\loss01_noise01_061.csv,loss01_noise01\sequences\loss01_noise01_061.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_062,loss01_noise01\sequences\loss01_noise01_062.csv,loss01_noise01\sequences\loss01_noise01_062.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_063,loss01_noise01\sequences\loss01_noise01_063.csv,loss01_noise01\sequences\loss01_noise01_063.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_064,loss01_noise01\sequences\loss01_noise01_064.csv,loss01_noise01\sequences\loss01_noise01_064.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_065,loss01_noise01\sequences\loss01_noise01_065.csv,loss01_noise01\sequences\loss01_noise01_065.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_066,loss01_noise01\sequences\loss01_noise01_066.csv,loss01_noise01\sequences\loss01_noise01_066.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_067,loss01_noise01\sequences\loss01_noise01_067.csv,loss01_noise01\sequences\loss01_noise01_067.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_068,loss01_noise01\sequences\loss01_noise01_068.csv,loss01_noise01\sequences\loss01_noise01_068.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_069,loss01_noise01\sequences\loss01_noise01_069.csv,loss01_noise01\sequences\loss01_noise01_069.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_070,loss01_noise01\sequences\loss01_noise01_070.csv,loss01_noise01\sequences\loss01_noise01_070.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_071,loss01_noise01\sequences\loss01_noise01_071.csv,loss01_noise01\sequences\loss01_noise01_071.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_072,loss01_noise01\sequences\loss01_noise01_072.csv,loss01_noise01\sequences\loss01_noise01_072.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_073,loss01_noise01\sequences\loss01_noise01_073.csv,loss01_noise01\sequences\loss01_noise01_073.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_074,loss01_noise01\sequences\loss01_noise01_074.csv,loss01_noise01\sequences\loss01_noise01_074.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_075,loss01_noise01\sequences\loss01_noise01_075.csv,loss01_noise01\sequences\loss01_noise01_075.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_076,loss01_noise01\sequences\loss01_noise01_076.csv,loss01_noise01\sequences\loss01_noise01_076.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_077,loss01_noise01\sequences\loss01_noise01_077.csv,loss01_noise01\sequences\loss01_noise01_077.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_078,loss01_noise01\sequences\loss01_noise01_078.csv,loss01_noise01\sequences\loss01_noise01_078.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_079,loss01_noise01\sequences\loss01_noise01_079.csv,loss01_noise01\sequences\loss01_noise01_079.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_080,loss01_noise01\sequences\loss01_noise01_080.csv,loss01_noise01\sequences\loss01_noise01_080.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_081,loss01_noise01\sequences\loss01_noise01_081.csv,loss01_noise01\sequences\loss01_noise01_081.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_082,loss01_noise01\sequences\loss01_noise01_082.csv,loss01_noise01\sequences\loss01_noise01_082.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_083,loss01_noise01\sequences\loss01_noise01_083.csv,loss01_noise01\sequences\loss01_noise01_083.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_084,loss01_noise01\sequences\loss01_noise01_084.csv,loss01_noise01\sequences\loss01_noise01_084.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_085,loss01_noise01\sequences\loss01_noise01_085.csv,loss01_noise01\sequences\loss01_noise01_085.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_086,loss01_noise01\sequences\loss01_noise01_086.csv,loss01_noise01\sequences\loss01_noise01_086.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_087,loss01_noise01\sequences\loss01_noise01_087.csv,loss01_noise01\sequences\loss01_noise01_087.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_088,loss01_noise01\sequences\loss01_noise01_088.csv,loss01_noise01\sequences\loss01_noise01_088.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_089,loss01_noise01\sequences\loss01_noise01_089.csv,loss01_noise01\sequences\loss01_noise01_089.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_090,loss01_noise01\sequences\loss01_noise01_090.csv,loss01_noise01\sequences\loss01_noise01_090.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_091,loss01_noise01\sequences\loss01_noise01_091.csv,loss01_noise01\sequences\loss01_noise01_091.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_092,loss01_noise01\sequences\loss01_noise01_092.csv,loss01_noise01\sequences\loss01_noise01_092.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_093,loss01_noise01\sequences\loss01_noise01_093.csv,loss01_noise01\sequences\loss01_noise01_093.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_094,loss01_noise01\sequences\loss01_noise01_094.csv,loss01_noise01\sequences\loss01_noise01_094.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_095,loss01_noise01\sequences\loss01_noise01_095.csv,loss01_noise01\sequences\loss01_noise01_095.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_096,loss01_noise01\sequences\loss01_noise01_096.csv,loss01_noise01\sequences\loss01_noise01_096.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_097,loss01_noise01\sequences\loss01_noise01_097.csv,loss01_noise01\sequences\loss01_noise01_097.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_098,loss01_noise01\sequences\loss01_noise01_098.csv,loss01_noise01\sequences\loss01_noise01_098.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
loss01_noise01_099,loss01_noise01\sequences\loss01_noise01_099.csv,loss01_noise01\sequences\loss01_noise01_099.json,0.1,0.1,"1,2,3,4,5","1,2,3,4,5"
