sequence_name,sequence_path,pulse_index,tag,mapped_label,is_unknown,is_noise
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,40,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,41,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,42,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,43,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,44,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,45,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,46,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,47,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,48,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,49,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,50,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,51,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,52,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,53,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,54,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,55,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,56,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,57,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,58,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,59,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,60,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,61,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,62,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,63,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,64,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,65,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,66,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,67,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,68,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,69,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,70,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,71,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,72,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,73,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,74,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,75,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,76,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,77,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,78,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,79,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,80,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,81,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,82,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,83,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,84,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,85,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,86,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,87,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,88,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,89,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,90,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,91,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,92,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,93,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,94,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,95,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,96,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,97,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,98,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,99,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,100,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,101,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,102,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,103,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,104,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,105,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,106,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,107,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,108,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,109,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,110,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,111,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,112,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,113,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,114,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,115,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,116,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,117,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,118,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,119,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,120,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,121,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,122,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,123,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,124,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,125,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,126,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,127,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,128,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,129,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,130,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,131,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,132,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,133,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,134,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,135,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,136,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,137,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,138,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,139,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,140,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,141,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,142,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,143,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,144,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,145,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,146,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,147,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,148,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,149,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,150,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,151,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,152,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,153,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,154,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,155,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,156,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,157,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,158,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,159,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,160,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,161,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,162,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,163,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,164,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,165,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,166,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,167,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,168,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,169,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,170,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,171,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,172,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,173,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,174,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,175,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,176,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,177,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,178,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,179,0,-1,0,1
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,180,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,181,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,182,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,183,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,184,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,185,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,186,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,187,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,188,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,189,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,190,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,191,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,192,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,193,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,194,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,195,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,196,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,197,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,198,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,199,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,200,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,201,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,202,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,203,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,204,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,205,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,206,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,207,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,208,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,209,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,210,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,211,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,212,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,213,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,214,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,215,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,216,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,217,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,218,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,219,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,220,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,221,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,222,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,223,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,224,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,225,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,226,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,227,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,228,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,229,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,230,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,231,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,232,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,233,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,234,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,235,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,236,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,237,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,238,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,239,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,240,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,241,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,242,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,243,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,244,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,245,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,246,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,247,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,248,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,249,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,250,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,251,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,252,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,253,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,254,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,255,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,256,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,257,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,258,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,259,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,260,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,261,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,262,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,263,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,264,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,265,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,266,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,267,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,268,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,269,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,270,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,271,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,272,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,273,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,274,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,275,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,276,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,277,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,278,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,279,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,280,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,281,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,282,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,283,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,284,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,285,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,286,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,287,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,288,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,289,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,290,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,291,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,292,2,-1,1,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,293,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,294,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,295,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,296,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,297,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,298,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,299,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,300,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,301,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,302,3,1,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,303,4,2,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,304,1,0,0,0
loss0_noise05_000,loss0_noise05\sequences\loss0_noise05_000.csv,305,4,2,0,0
